ogc_fid,id,gridcode,wkb_geometry,climatecode
208,208,61,0103000020E610000001000000A10000000000000000C047C00000000000A054400000000000C047C00000000000C0544000000000000047C00000000000C0544000000000000046C00000000000C0544000000000000046C00000000000E0544000000000004045C00000000000E0544000000000004045C00000000000C054400000000000C043C00000000000C054400000000000C043C00000000000E0544000000000000043C00000000000E054400000000000C042C00000000000E0544000000000008042C00000000000E0544000000000000040C00000000000E0544000000000000040C00000000000C054400000000000003EC00000000000C054400000000000003EC00000000000A0544000000000004040C00000000000A0544000000000004040C0000000000080544000000000000040C0000000000080544000000000000040C000000000006054400000000000003FC000000000006054400000000000003FC000000000004054400000000000003DC000000000004054400000000000003DC000000000002054400000000000803CC000000000002054400000000000803CC000000000000054400000000000003DC000000000000054400000000000003DC00000000000E053400000000000803CC00000000000E053400000000000803CC00000000000C053400000000000003BC00000000000C053400000000000003BC000000000008053400000000000803AC000000000008053400000000000803AC000000000006053400000000000003AC000000000006053400000000000003AC0000000000040534000000000008039C0000000000040534000000000008039C0000000000000534000000000000039C0000000000000534000000000000039C00000000000E0524000000000008037C00000000000E0524000000000008037C00000000000C0524000000000000037C00000000000C0524000000000000037C00000000000A052400000000000003AC00000000000A052400000000000003AC000000000008052400000000000803BC000000000008052400000000000803BC000000000006052400000000000003CC000000000006052400000000000003CC000000000002052400000000000003BC000000000002052400000000000003BC000000000000052400000000000003DC000000000000052400000000000003DC000000000008051400000000000803BC000000000008051400000000000803BC000000000006051400000000000803AC000000000006051400000000000803AC000000000004051400000000000003CC000000000004051400000000000003CC0000000000020514000000000008040C0000000000020514000000000008040C0000000000000514000000000000041C0000000000000514000000000000041C00000000000C050400000000000C041C00000000000C050400000000000C041C00000000000A0504000000000000043C00000000000A0504000000000000043C00000000000C0504000000000004043C00000000000C0504000000000004043C00000000000A0504000000000004044C00000000000A0504000000000004044C000000000008050400000000000C044C000000000008050400000000000C044C0000000000060504000000000004045C0000000000060504000000000004045C0000000000040504000000000000045C0000000000040504000000000000045C0000000000020504000000000004045C0000000000020504000000000004045C00000000000C04F4000000000008045C00000000000C04F4000000000008045C00000000000804F4000000000000046C00000000000804F4000000000000046C00000000000404F400000000000C045C00000000000404F400000000000C045C00000000000004F4000000000000047C00000000000004F4000000000000047C00000000000404F4000000000004047C00000000000404F4000000000004047C00000000000804F4000000000008047C00000000000804F4000000000008047C0000000000000504000000000004047C0000000000000504000000000004047C0000000000060504000000000008047C0000000000060504000000000008047C0000000000080504000000000004047C0000000000080504000000000004047C00000000000A0504000000000000047C00000000000A0504000000000000047C0000000000000514000000000004047C0000000000000514000000000004047C000000000006051400000000000C047C000000000006051400000000000C047C0000000000080514000000000000048C0000000000080514000000000000048C00000000000A0514000000000004048C00000000000A0514000000000004048C00000000000C051400000000000C048C00000000000C051400000000000C048C00000000000E0514000000000000049C00000000000E0514000000000000049C000000000000052400000000000C049C000000000000052400000000000C049C000000000002052400000000000804AC000000000002052400000000000804AC000000000006052400000000000C04AC000000000006052400000000000C04AC000000000008052400000000000004BC000000000008052400000000000004BC00000000000C052400000000000404BC00000000000C052400000000000404BC00000000000E052400000000000404CC00000000000E052400000000000404CC000000000000053400000000000404DC000000000000053400000000000404DC000000000002053400000000000804EC000000000002053400000000000804EC000000000004053400000000000C04FC000000000004053400000000000C04FC0000000000060534000000000000050C0000000000060534000000000000050C0000000000080534000000000008050C0000000000080534000000000008050C00000000000A053400000000000404FC00000000000A053400000000000404FC00000000000C053400000000000004EC00000000000C053400000000000004EC00000000000E053400000000000804DC00000000000E053400000000000804DC000000000000054400000000000404CC000000000000054400000000000404CC000000000002054400000000000C04CC000000000002054400000000000C04CC000000000004054400000000000804AC000000000004054400000000000804AC000000000006054400000000000004AC000000000006054400000000000004AC0000000000040544000000000008049C0000000000040544000000000008049C0000000000060544000000000004049C0000000000060544000000000004049C0000000000040544000000000000049C0000000000040544000000000000049C0000000000080544000000000000047C0000000000080544000000000000047C0000000000060544000000000008046C0000000000060544000000000008046C000000000008054400000000000C046C000000000008054400000000000C046C00000000000A054400000000000C047C00000000000A05440,EF
200,200,62,0103000020E6100000010000000500000000000000001066400000000000404F4000000000000066400000000000404F4000000000000066400000000000804F4000000000001066400000000000804F4000000000001066400000000000404F40,ET
201,201,62,0103000020E6100000010000000500000000000000004066400000000000404F4000000000004066400000000000804F4000000000006066400000000000804F4000000000006066400000000000404F4000000000004066400000000000404F40,ET
203,203,62,0103000020E6100000010000000500000000000000002060C00000000000004F4000000000003060C00000000000004F4000000000003060C00000000000404F4000000000002060C00000000000404F4000000000002060C00000000000004F40,ET
204,204,62,0103000020E6100000010000000B0000000000000000605FC00000000000004F4000000000001060C00000000000004F4000000000001060C00000000000804F4000000000000060C00000000000804F4000000000000060C00000000000C04F400000000000C05FC00000000000C04F400000000000C05FC00000000000804F400000000000805FC00000000000804F400000000000805FC00000000000404F400000000000605FC00000000000404F400000000000605FC00000000000004F40,ET
207,207,62,0103000020E610000001000000050000000000000000A054C00000000000004F400000000000A054C00000000000404F4000000000008054C00000000000404F4000000000008054C00000000000004F400000000000A054C00000000000004F40,ET
252,252,42,0103000020E610000001000000050000000000000000E05DC00000000000404D400000000000005EC00000000000404D400000000000005EC00000000000804D400000000000E05DC00000000000804D400000000000E05DC00000000000404D40,Dfb
253,253,42,0103000020E6100000010000000500000000000000000022400000000000404D400000000000001A400000000000404D400000000000001A400000000000804D4000000000000022400000000000804D4000000000000022400000000000404D40,Dfb
254,254,32,0103000020E6100000010000000500000000000000000023400000000000404D4000000000000022400000000000404D4000000000000022400000000000804D4000000000000023400000000000804D4000000000000023400000000000404D40,Cfb
241,241,43,0103000020E6100000010000000500000000000000009060C00000000000C04D400000000000A060C00000000000C04D400000000000A060C00000000000004E4000000000009060C00000000000004E4000000000009060C00000000000C04D40,Dfc
250,250,43,0103000020E6100000010000000B00000000000000003061C00000000000404D4000000000005061C00000000000404D4000000000005061C00000000000804D4000000000008061C00000000000804D4000000000008061C00000000000C04D400000000000C061C00000000000C04D400000000000C061C00000000000004E4000000000004061C00000000000004E4000000000004061C00000000000804D4000000000003061C00000000000804D4000000000003061C00000000000404D40,Dfc
236,236,44,0103000020E610000005000000F60000000000000000005D4000000000006051400000000000005D4000000000008051400000000000C05C4000000000008051400000000000C05C400000000000A051400000000000805C400000000000A051400000000000805C400000000000C051400000000000205C400000000000C051400000000000205C400000000000E051400000000000005C400000000000E051400000000000005C4000000000000052400000000000E05B4000000000000052400000000000E05B4000000000004052400000000000C05B4000000000004052400000000000C05B4000000000006052400000000000A05B4000000000006052400000000000A05B4000000000008052400000000000E05B4000000000008052400000000000005C4000000000008052400000000000005C400000000000A052400000000000E05B400000000000A052400000000000A05B400000000000A052400000000000805B400000000000A052400000000000205B400000000000A052400000000000205B400000000000C052400000000000A05B400000000000C052400000000000A05B4000000000000053400000000000605B4000000000000053400000000000605B4000000000002053400000000000405B4000000000002053400000000000405B4000000000000053400000000000E05A4000000000000053400000000000E05A400000000000E052400000000000205B400000000000E052400000000000205B400000000000C052400000000000005B400000000000C052400000000000005B400000000000A052400000000000E05A400000000000A052400000000000E05A400000000000C052400000000000805A400000000000C052400000000000805A400000000000E052400000000000C05A400000000000E052400000000000C05A4000000000000053400000000000605A4000000000000053400000000000605A400000000000E052400000000000405A400000000000E052400000000000405A4000000000004053400000000000805A4000000000004053400000000000E05A4000000000004053400000000000E05A4000000000002053400000000000005B4000000000002053400000000000005B4000000000004053400000000000E05B4000000000004053400000000000E05B4000000000002053400000000000005C4000000000002053400000000000605C4000000000002053400000000000605C4000000000000053400000000000805C4000000000000053400000000000805C400000000000E052400000000000605C400000000000E052400000000000605C400000000000C052400000000000405C400000000000C052400000000000205C400000000000C052400000000000205C400000000000A052400000000000405C400000000000A052400000000000405C4000000000008052400000000000605C4000000000008052400000000000605C4000000000006052400000000000805C4000000000006052400000000000E05C4000000000006052400000000000E05C4000000000008052400000000000005D4000000000008052400000000000005D4000000000006052400000000000805D4000000000006052400000000000C05D4000000000006052400000000000C05D4000000000004052400000000000205E4000000000004052400000000000C05E4000000000004052400000000000E05E4000000000004052400000000000E05E4000000000006052400000000000005F4000000000006052400000000000005F4000000000008052400000000000405F4000000000008052400000000000405F4000000000006052400000000000605F40000000000060524000000000002060400000000000605240000000000020604000000000000052400000000000306040000000000000524000000000003060400000000000E0514000000000004060400000000000E0514000000000004060400000000000C0514000000000007060400000000000C0514000000000007060400000000000E0514000000000008060400000000000E0514000000000009060400000000000E05140000000000090604000000000000052400000000000A0604000000000000052400000000000A060400000000000E051400000000000B060400000000000E051400000000000F060400000000000E0514000000000001061400000000000E0514000000000002061400000000000E0514000000000006061400000000000E0514000000000007061400000000000E051400000000000706140000000000000524000000000007061400000000000205240000000000090614000000000002052400000000000A0614000000000002052400000000000A0614000000000004052400000000000B0614000000000004052400000000000B0614000000000006052400000000000A0614000000000006052400000000000A0614000000000008052400000000000B0614000000000008052400000000000E0614000000000008052400000000000E0614000000000006052400000000000F0614000000000006052400000000000F0614000000000004052400000000000C0614000000000004052400000000000C061400000000000205240000000000020624000000000002052400000000000206240000000000000524000000000001062400000000000005240000000000010624000000000008051400000000000206240000000000080514000000000002062400000000000605140000000000030624000000000006051400000000000306240000000000040514000000000002062400000000000405140000000000020624000000000000051400000000000306240000000000000514000000000003062400000000000C0504000000000005062400000000000C0504000000000005062400000000000A0504000000000002062400000000000A0504000000000002062400000000000C0504000000000000062400000000000C0504000000000000062400000000000A0504000000000002062400000000000A05040000000000020624000000000008050400000000000506240000000000080504000000000005062400000000000605040000000000020624000000000006050400000000000206240000000000020504000000000003062400000000000205040000000000030624000000000000050400000000000406240000000000000504000000000004062400000000000C04F4000000000002062400000000000C04F400000000000206240000000000000504000000000001062400000000000005040000000000010624000000000002050400000000000F0614000000000002050400000000000F0614000000000000050400000000000006240000000000000504000000000000062400000000000C04F4000000000001062400000000000C04F4000000000001062400000000000804F4000000000002062400000000000804F4000000000002062400000000000404F400000000000D061400000000000404F400000000000D061400000000000804F400000000000C061400000000000804F400000000000C0614000000000002050400000000000D0614000000000002050400000000000D0614000000000004050400000000000D0614000000000008050400000000000C0614000000000008050400000000000C061400000000000A050400000000000B061400000000000A0504000000000009061400000000000A0504000000000009061400000000000C0504000000000008061400000000000C0504000000000008061400000000000E0504000000000006061400000000000E050400000000000606140000000000020514000000000005061400000000000205140000000000050614000000000000051400000000000306140000000000000514000000000003061400000000000E0504000000000005061400000000000E0504000000000005061400000000000C0504000000000004061400000000000C0504000000000004061400000000000A0504000000000003061400000000000A0504000000000003061400000000000605040000000000020614000000000006050400000000000206140000000000040504000000000001061400000000000405040000000000010614000000000002050400000000000F0604000000000002050400000000000F0604000000000004050400000000000E0604000000000004050400000000000E0604000000000002050400000000000D0604000000000002050400000000000D06040000000000040504000000000009060400000000000405040000000000090604000000000000050400000000000C0604000000000000050400000000000C0604000000000002050400000000000D0604000000000002050400000000000D060400000000000C04F4000000000001061400000000000C04F4000000000001061400000000000804E400000000000E060400000000000804E400000000000E060400000000000004E4000000000006060400000000000004E4000000000006060400000000000404E4000000000004060400000000000404E4000000000004060400000000000804E4000000000003060400000000000804E4000000000003060400000000000C04E4000000000001060400000000000C04E4000000000001060400000000000404F4000000000000060400000000000404F4000000000000060400000000000804F400000000000E05F400000000000804F400000000000E05F400000000000C04F400000000000C05F400000000000C04F400000000000C05F4000000000000050400000000000A05F4000000000000050400000000000A05F4000000000002050400000000000805F4000000000002050400000000000805F4000000000004050400000000000605F4000000000004050400000000000605F4000000000006050400000000000405F4000000000006050400000000000405F400000000000A050400000000000205F400000000000A050400000000000205F400000000000E050400000000000005F400000000000E050400000000000005F4000000000000051400000000000C05E4000000000000051400000000000C05E4000000000002051400000000000805E4000000000002051400000000000805E4000000000000051400000000000005E4000000000000051400000000000005E4000000000002051400000000000E05D4000000000002051400000000000E05D4000000000000051400000000000C05D4000000000000051400000000000C05D4000000000002051400000000000A05D4000000000002051400000000000A05D4000000000004051400000000000605D4000000000004051400000000000605D4000000000006051400000000000005D4000000000006051400D00000000000000002060400000000000C05040000000000020604000000000002051400000000000306040000000000020514000000000003060400000000000405140000000000020604000000000004051400000000000206040000000000060514000000000001060400000000000605140000000000010604000000000002051400000000000006040000000000020514000000000000060400000000000E0504000000000001060400000000000E0504000000000001060400000000000C0504000000000002060400000000000C050400B00000000000000002060400000000000605040000000000020604000000000004050400000000000406040000000000040504000000000004060400000000000205040000000000050604000000000002050400000000000506040000000000060504000000000004060400000000000605040000000000040604000000000008050400000000000306040000000000080504000000000002060400000000000805040000000000020604000000000006050400500000000000000001062400000000000405040000000000010624000000000006050400000000000F0614000000000006050400000000000F06140000000000040504000000000001062400000000000405040050000000000000000806040000000000020504000000000008060400000000000405040000000000060604000000000004050400000000000606040000000000020504000000000008060400000000000205040,Dfd
